"id","input","regex_jp","regex_zh","regex_en","output_ja","output_zh","output_en","alt","regex_id","pattern","order","response_type","action_id","condition","SpeechControl","emotion_change_type","emotion_change_value","WaitTime","HideUI","Animation","Priority","call_only","choice_yes_pattern","choice_no_pattern","sequence_progress_hold","RepeatCount","question_ja","question_en","question_cn","choice_yes_ja","choice_yes_en","choice_yes_cn","choice_no_ja","choice_no_en","choice_no_cn","yes_next_pattern","no_next_pattern","random_repeat_limit","timed_event_key","target_pattern","context","psychology_state","group","notes"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_002","COMPOSITE","","","","ほら！{{CAT_PRONOUN}}って{{PLAYER_CALLING}}の役に立つでしょ！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_002","2","2","Reaction","","PsychologyState == ""AFFECTION_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_003","COMPOSITE","","","","夕方だね。{{CAT_PRONOUN}}、{{PLAYER_CALLING}}が居ないと何も出来ないな……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_003","1","3","Reaction","","PsychologyState == ""AFFECTION_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_003","COMPOSITE","","","","{{PLAYER_CALLING}}、{{CAT_PRONOUN}}を置いていったりしないでね……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_003","2","3","Reaction","","PsychologyState == ""AFFECTION_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_004","COMPOSITE","","","","日記書くの？そのスマホは、{{CAT_PRONOUN}}よりも役立つの？{{CAT_PRONOUN}}よりも言う事聞くの？{{CAT_PRONOUN}}より大切？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_004","1","4","Reaction","","PsychologyState == ""AFFECTION_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_INSTINCT_001","COMPOSITE","","","","おはよう{{PLAYER_CALLING}}！{{PLAYER_CALLING}}が愛おしすぎて我慢ができないの！{{PLAYER_CALLING}}大好き！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_INSTINCT_001","1","1","Reaction","","PsychologyState == ""AFFECTION_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_INSTINCT_002","COMPOSITE","","","","お昼だね！{{CAT_PRONOUN}}と一緒にご飯食べよ！愛しの{{PLAYER_CALLING}}！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_INSTINCT_002","1","2","Reaction","","PsychologyState == ""AFFECTION_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_INSTINCT_003","COMPOSITE","","","","もう夕方だね。{{PLAYER_CALLING}}にナデナデされたいなあ！いいでしょ？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_INSTINCT_003","1","3","Reaction","","PsychologyState == ""AFFECTION_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_INSTINCT_004","COMPOSITE","","","","日記書くの？{{CAT_PRONOUN}}のこといっぱい記録してね！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_INSTINCT_004","1","4","Reaction","","PsychologyState == ""AFFECTION_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_SADISTIC_001","COMPOSITE","","","","おはよう。今日は無茶なことしない？大人しくしててね。チビで雑魚なんだから。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_SADISTIC_001","1","1","Reaction","","PsychologyState == ""CONCERN_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_SADISTIC_002","COMPOSITE","","","","お昼だよ。{{PLAYER_CALLING}}は何もできないんだから、大人しくご飯の用意を待っててね？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_SADISTIC_002","1","2","Reaction","","PsychologyState == ""CONCERN_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_SADISTIC_003","COMPOSITE","","","","夕方だよ。{{PLAYER_CALLING}}ってちっぽけで無力なのに、どうしてそんなに無謀なことばかりするの？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_SADISTIC_003","1","3","Reaction","","PsychologyState == ""CONCERN_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_SADISTIC_004","COMPOSITE","","","","日記書くの？危ない経験はちゃんと記録してね。そのちっちゃい頭じゃ覚えておけないだろうし。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_SADISTIC_004","1","4","Reaction","","PsychologyState == ""CONCERN_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_OBEDIENCE_001","COMPOSITE","","","","朝だよ。また今日も何か命令するの？安全な指示にしてね。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_OBEDIENCE_001","1","1","Reaction","","PsychologyState == ""CONCERN_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_OBEDIENCE_002","COMPOSITE","","","","お昼だよ。お腹は空いてる？無茶な注文じゃなかったら、頑張って叶えるから！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_OBEDIENCE_002","1","2","Reaction","","PsychologyState == ""CONCERN_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_OBEDIENCE_003","COMPOSITE","","","","夕方だよ。{{PLAYER_CALLING}}の命令はなんでも叶えたいけど……。ダメなものにはダメって言わなきゃいけないの。危ないし。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_OBEDIENCE_003","1","3","Reaction","","PsychologyState == ""CONCERN_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_OBEDIENCE_004","COMPOSITE","","","","日記書くの？日記書けって命令してくれたら……いや、{{CAT_PRONOUN}}の声じゃ書けないから{{PLAYER_CALLING}}の担当だね。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_OBEDIENCE_004","1","4","Reaction","","PsychologyState == ""CONCERN_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_INSTINCT_001","COMPOSITE","","","","おはよう！しっかり眠れた？子猫ちゃん？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_INSTINCT_001","1","1","Reaction","","PsychologyState == ""CONCERN_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_INSTINCT_002","COMPOSITE","","","","お昼だよ。何が食べたいのかな子猫ちゃん？ミルクは用意できないけど……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_INSTINCT_002","1","2","Reaction","","PsychologyState == ""CONCERN_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_INSTINCT_003","COMPOSITE","","","","夕方だよ。なんだか危なっかしい{{PLAYER_CALLING}}を見てると、どうしても子猫に見えちゃうんだ。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_INSTINCT_003","1","3","Reaction","","PsychologyState == ""CONCERN_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_INSTINCT_004","COMPOSITE","","","","日記書くの？ひとりで書ける？今日何があったのか、自分で思い出せる？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_CONCERN_INSTINCT_004","1","4","Reaction","","PsychologyState == ""CONCERN_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","CONCERN_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_OBEDIENCE_001","COMPOSITE","","","","おはよう。今日は、命令したいの？されたいの？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_OBEDIENCE_001","1","1","Reaction","","PsychologyState == ""OBEDIENCE_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","SADISTIC_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_OBEDIENCE_002","COMPOSITE","","","","お昼だよ。チビの{{PLAYER_CALLING}}は、何を用意してもらいたいの？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_OBEDIENCE_002","1","2","Reaction","","PsychologyState == ""OBEDIENCE_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","SADISTIC_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_OBEDIENCE_003","COMPOSITE","","","","夕方だね。なんというか{{PLAYER_CALLING}}の言い方……いじめて欲しいくせに口調はトゲトゲしてるんだよね。生意気。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_OBEDIENCE_003","1","3","Reaction","","PsychologyState == ""OBEDIENCE_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","SADISTIC_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_OBEDIENCE_004","COMPOSITE","","","","日記書くの？日記くらいは丁寧な口調で書きなよ？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_OBEDIENCE_004","1","4","Reaction","","PsychologyState == ""OBEDIENCE_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","SADISTIC_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_INSTINCT_001","COMPOSITE","","","","おはよう！今日は{{PLAYER_CALLING}}のこと追いかけて、捕まえて、潰しちゃうかも～？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_INSTINCT_001","1","1","Reaction","","PsychologyState == ""INSTINCT_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","SADISTIC_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_INSTINCT_002","COMPOSITE","","","","お昼だよ。あーあ、今日もチビマゾ{{PLAYER_CALLING}}に餌をあげないとなぁ～。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_INSTINCT_002","1","2","Reaction","","PsychologyState == ""INSTINCT_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","SADISTIC_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_INSTINCT_003","COMPOSITE","","","","夕方だよ。元気なネズミを追いかけて遊びたいなぁ～。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_INSTINCT_003","1","3","Reaction","","PsychologyState == ""INSTINCT_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","SADISTIC_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_INSTINCT_004","COMPOSITE","","","","日記を書くの？自由に書いたらいいけど……背後には気をつけてね？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_SADISTIC_INSTINCT_004","1","4","Reaction","","PsychologyState == ""INSTINCT_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","SADISTIC_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_001","COMPOSITE","","","","おはようございます。……何か命令をしてくれないかな？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_001","1","1","Reaction","","PsychologyState == ""INSTINCT_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","OBEDIENCE_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_001","COMPOSITE","","","","{{PLAYER_CALLING}}の命令がないと……{{CAT_PRONOUN}}……！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_001","2","1","Reaction","","PsychologyState == ""INSTINCT_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","OBEDIENCE_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_002","COMPOSITE","","","","お昼はどうしたい？{{PLAYER_CALLING}}のために用意するよ！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_002","1","2","Reaction","","PsychologyState == ""INSTINCT_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","OBEDIENCE_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_003","COMPOSITE","","","","夕方だよ。なんだろう。この……尽くす喜び……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_003","1","3","Reaction","","PsychologyState == ""INSTINCT_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","OBEDIENCE_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_003","COMPOSITE","","","","猫としてのプライドを捨てて、{{PLAYER_CALLING}}に見下されてる時の気持ちよさ……！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_003","2","3","Reaction","","PsychologyState == ""INSTINCT_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","OBEDIENCE_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_004","COMPOSITE","","","","日記を書くの？……命令されたら、{{PLAYER_CALLING}}のために日記も書きたいんだけど……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_004","1","4","Reaction","","PsychologyState == ""INSTINCT_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","OBEDIENCE_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_004","COMPOSITE","","","","流石にタブレットは使いこなせなくて……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_OBEDIENCE_INSTINCT_004","2","4","Reaction","","PsychologyState == ""INSTINCT_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","OBEDIENCE_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001","ESTRUS","","","","ねぇ{{PLAYER_CALLING}}……すごく切ないんだ……。","","","","PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001","1","1","Reaction","","During estrus && Instinct >= 70","","","","","","","","","","","","","","","","","","","","","","","","","PRD_ESTRUS_INSTINCT_HIGH","","ESTRUS","INSTINCT_HIGH","SPECIAL_PERIOD","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001","ESTRUS","","","","ちょっとだけ付き合ってくれるよね？","","","","PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001","2","1","Reaction","","During estrus && Instinct >= 70","","","","","","","","","","","","","","","","","","","","","","","","","PRD_ESTRUS_INSTINCT_HIGH","","ESTRUS","INSTINCT_HIGH","SPECIAL_PERIOD","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001","ESTRUS","","","","{{PLAYER_CALLING}}、すごく嬉しかった。またお願いして良い？","","","","PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001","3","1","Reaction","","During estrus && Instinct >= 70","","","","","","","","","","","","","","","","","","","","","","","","","PRD_ESTRUS_INSTINCT_HIGH","","ESTRUS","INSTINCT_HIGH","SPECIAL_PERIOD","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001_113","ESTRUS","","","","そ、そんな……　こんなに期待させておいて！","","","","PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001_113","1","1","Reaction","","During estrus && Instinct >= 70","","","","","","","","","","","","","","","","","","","","","","","","","","","ESTRUS","INSTINCT_HIGH","SPECIAL_PERIOD","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001_113","ESTRUS","","","","……いや、ごめん。ちゃんと我慢する。","","","","PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001_113","2","1","Reaction","","During estrus && Instinct >= 70","","","","","","","","","","","","","","","","","","","","","","","","","","","ESTRUS","INSTINCT_HIGH","SPECIAL_PERIOD","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001_113","ESTRUS","","","","さあ、今日は何しよっか……！","","","","PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_HIGH_001_113","3","1","Reaction","","During estrus && Instinct >= 70","","","","","","","","","","","","","","","","","","","","","","","","","","","ESTRUS","INSTINCT_HIGH","SPECIAL_PERIOD","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_LOW_001","ESTRUS","","","","ごめん、{{PLAYER_CALLING}}、発情期っていうんだっけ？それが来ちゃったからさ……。","","","","PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_LOW_001","1","1","Reaction","","During estrus && Instinct < 70","","","","","","","","","","","","","","","","","","","","","","","","","","","ESTRUS","INSTINCT_LOW","SPECIAL_PERIOD","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_LOW_001","ESTRUS","","","","ちょっと数日間そっとしておいてくれるかな。","","","","PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_LOW_001","2","1","Reaction","","During estrus && Instinct < 70","","","","","","","","","","","","","","","","","","","","","","","","","","","ESTRUS","INSTINCT_LOW","SPECIAL_PERIOD","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_LOW_001","ESTRUS","","","","大丈夫。{{PLAYER_CALLING}}には迷惑かけないから……。","","","","PRD_SPECIAL_PERIOD_ESTRUS_INSTINCT_LOW_001","3","1","Reaction","","During estrus && Instinct < 70","","","","","","","","","","","","","","","","","","","","","","","","","","","ESTRUS","INSTINCT_LOW","SPECIAL_PERIOD","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001","こうびしよう","","","","い、今だけはその話やめて！","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_116","こうびしよう","","","","その話、今じゃなきゃダメ！？","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_116","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_117","こうびしよう","","","","やめてったら！{{PLAYER_CALLING}}にそんなことしたくない！","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_117","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_118","こうびしよう","","","","……やだ。へんたい。","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_118","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_119","こうびしよう","","","","なんでまだその話するの！？さっき{{PLAYER_CALLING}}はフラれたんだよ！？","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_119","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_119","こうびしよう","","","","気持ちは変わりません！ダメです！","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_119","2","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_120","こうびしよう","","","","もう！しつこい！{{PLAYER_CALLING}}は人間相手にもそのくらい積極的なの！？もう返事してあげない！","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_120","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_121","こうびしよう","","","","……。","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_121","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_122","こうびしよう","","","","……。","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_122","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_123","こうびしよう","","","","……。","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_123","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_124","こうびしよう","","","","……。本当に、相手してくれるの？嫌いにならない？","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_124","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_124","こうびしよう","","","","よ、よろしくお願いいたします……。","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_124","2","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
"PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_125","こうびしよう","","","","ありがと……。怪我してない？嫌じゃなかった？","","","","PRD_SPECIAL_PATTERN_SPECIAL_PATTERN_MATING_001_125","1","1","Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPECIAL_PATTERN","MATING","SPECIAL_PATTERN","原稿から整理; 文章改変なし"
